group,topic,title,authors,arxiv_url,code_url,project_url,doi
Generation & Editing,Video Generation & World Models,Inference-time Motion Calibration for Video Generation,Zile Huang ⋅ Ser-Nam Lim,,,,
Generation & Editing,Video Generation & World Models,Joint Alignment and Distillation for Video Generation via Sample-Guided Distribution Matching,Jiuzhou Lin ⋅ Fei Zuo ⋅ Huan Ouyang ⋅ Junlong Wu ⋅ Dewen Fan ⋅ Boheng Zhang ⋅ Huaiqing Wang ⋅ Jia Sun ⋅ Fan Yang ⋅ Houde Liu ⋅ Kehai Chen ⋅ Min Zhang ⋅ Tingting Gao ⋅ Han Li,,,,
Generation & Editing,Video Generation & World Models,KineBench: Benchmarking Embodied World Models via IDM-Free Kinematic Grounding,Zeyu Liu ⋅ Zhangzhe Zhu ⋅ Yang Zhang ⋅ Chenyou Fan ⋅ Chenjia Bai ⋅ Xuelong Li,https://arxiv.org/abs/2607.19876,,,
Generation & Editing,Video Generation & World Models,LatSearch: Latent Reward-Guided Search for Faster Inference-Time Scaling in Video Diffusion,Zengqun Zhao ⋅ Ziquan Liu ⋅ Yu Cao ⋅ Shaogang Gong ⋅ Zhensong Zhang ⋅ Song Jifei ⋅ Jiankang Deng ⋅ ioannis Patras,https://arxiv.org/abs/2603.14526,,https://zengqunzhao.github.io/LatSearch,
Generation & Editing,Video Generation & World Models,Learning to Generate Rigid Body Interactions with Video Diffusion Models,David Orlando Romero Mogrovejo ⋅ Ariana Bermudez ⋅ Viacheslav Iablochnikov ⋅ Hao Li ⋅ Fabio Pizzati ⋅ Ivan Laptev,https://arxiv.org/abs/2510.02284,,https://daromog.github.io/KineMask/,
Generation & Editing,Video Generation & World Models,Learning Transferable Dynamics Priors from Action to World Modeling,Ze Huang ⋅ Zhang Jiahui ⋅ Hairuo Liu ⋅ Chenxi Zhang ⋅ Ran Cheng ⋅ Li Zhang,https://arxiv.org/abs/2606.29501,,,
Generation & Editing,Video Generation & World Models,Learning Zero-Shot Subject-Driven Video Generation Using 1% Compute,Daneul Kim ⋅ Jingxu Zhang ⋅ Wonjoon Jin ⋅ Sunghyun Cho ⋅ Qi Dai ⋅ Jaesik Park ⋅ Chong Luo,https://arxiv.org/abs/2504.17816,,https://carpedkm.github.io/projects/disentangled_sub/index.html,
Generation & Editing,Video Generation & World Models,LibraGen: Playing a Balance Game in Subject-Driven Video Generation,Jiahao Zhu ⋅ Shanshan Lao ⋅ Lijie Liu ⋅ Gen Li ⋅ Tianhao Qi ⋅ hanwei hanwei ⋅ Bingchuan Li ⋅ FangfangLiu FangfangLiu ⋅ Zhuowei Chen ⋅ Tianxiang Ma ⋅ Qian HE ⋅ Yi Zhou ⋅ Xiaohua Xie,https://arxiv.org/abs/2603.13506,,,
Generation & Editing,Video Generation & World Models,LooseControlVideo: Directorial Video Control using Spatial Blocking,Shariq Farooq Bhat ⋅ Kalyan Sunkavalli ⋅ Niloy Mitra,https://arxiv.org/abs/2606.19495,,https://shariqfarooq123.github.io/LooseControlVideo/,
Generation & Editing,Video Generation & World Models,LoT-Pass: Long-term-robust Image Watermarking for Image to Video Generation,Guanjie Wang ⋅ Zehua Ma ⋅ Han Fang ⋅ Weiming Zhang,https://arxiv.org/abs/2509.17773,https://github.com/MrCrims/I2VWM-Robust-Watermarking-for-Image-to-Video-Generation,,
Generation & Editing,Video Generation & World Models,MagicPrompt: Ultra-Lightweight Prompt Tuning for Video Generation,Yinhan Zhang ⋅ DINGWEI TAN ⋅ Xianghao Kong ⋅ Yue Ma ⋅ Yeying Jin ⋅ Anyi Rao,https://arxiv.org/abs/2607.14595,,,
Generation & Editing,Video Generation & World Models,Measuring 3D Spatial Geometric Consistency in Dynamic Video Generation,Weijia Dou ⋅ Wenzhao Zheng ⋅ Weiliang Chen ⋅ Yu Zheng ⋅ Jie Zhou ⋅ Jiwen Lu,https://arxiv.org/abs/2603.19048,https://github.com/tj12323/SGC,,
Generation & Editing,Video Generation & World Models,MemLearner: Learning to Query Context Memory for Video World Models,Jiwen Yu ⋅ Jianxiong Gao ⋅ Jianhong Bai ⋅ Yiran Qin ⋅ Kaiyi Huang ⋅ Quande Liu ⋅ Xintao Wang ⋅ Pengfei Wan ⋅ Kun Gai ⋅ Xihui Liu,https://arxiv.org/abs/2606.31734,,https://yujiwen.github.io/memlearner/,
Generation & Editing,Video Generation & World Models,MemoBench: Benchmarking World Modeling in Dynamically Changing Environments,Haoyu Chen ⋅ Kaichen Zhou ⋅ Hang Hua ⋅ Kaile Zhang ⋅ Jingwen Qian ⋅ Wufei Ma ⋅ Haonan Chen ⋅ Chunjiang Liu ⋅ Yizhou Zhao ⋅ Xiaoyuan Wang ⋅ Weiyue Li ⋅ Alan Yuille ⋅ Paul Pu Liang ⋅ Yilun Du,https://arxiv.org/abs/2606.27537,,,
Generation & Editing,Video Generation & World Models,Memory-V2V: Memory-Augmented Video-to-Video Diffusion for Consistent Multi-Turn Editing,Dohun Lee ⋅ Chun-Hao Huang ⋅ Xuelin Chen ⋅ Jong Chul Ye ⋅ Duygu Ceylan ⋅ Hyeonho Jeong,https://arxiv.org/abs/2601.16296,,https://dohunlee1.github.io/MemoryV2V,
Generation & Editing,Video Generation & World Models,MemRoPE: Training-Free Infinite Video Generation via Evolving Memory Tokens,Youngrae Kim ⋅ Qixin Hu ⋅ C.-C. Jay Kuo ⋅ Peter Beerel,https://arxiv.org/abs/2603.12513,,https://memrope.github.io,
Generation & Editing,Video Generation & World Models,MoGAN: Improving Motion Quality in Video Diffusion via Few-Step Motion Adversarial Post-Training,Haotian Xue ⋅ Qi Chen ⋅ Zhonghao Wang ⋅ Xun Huang ⋅ Eli Shechtman ⋅ Jinrong Xie ⋅ Yongxin Chen,https://arxiv.org/abs/2511.21592,,https://xavihart.github.io/mogan,
Generation & Editing,Video Generation & World Models,Moiré Video Authentication: A Physical Signature Against AI Video Generation,Yuan Qing ⋅ Kunyu Zheng ⋅ Lingxiao Li ⋅ Boqing Gong ⋅ Chang Xiao,,,,
Generation & Editing,Video Generation & World Models,MoVA: Learning Asymmetric Dual Projections for Modular Long Video-Text Alignment,Peiyuan Zhu ⋅ Shaoan Xie ⋅ Zijian Li ⋅ Yifan Shen ⋅ Namrata Deka ⋅ Harsh Shrivastava ⋅ Guangyi Chen ⋅ Kun Zhang,https://arxiv.org/abs/2607.00858,,,
Generation & Editing,Video Generation & World Models,MSEditor: Toward Consistent Multi-Shot Video Editing,Kunyu Feng ⋅ Yue Ma ⋅ Bingyuan Wang ⋅ Yuefeng Wang ⋅ Zhiyuan Qin ⋅ Hao Cheng ⋅ Hao Li ⋅ Qifeng Chen ⋅ Zeyu Wang,,,,
Generation & Editing,Video Generation & World Models,Multi-scale Mixture of World Models for Embodied Agents in Evolving Environments,Jinwoo Jang ⋅ Daniel Rho ⋅ Sihyung Yoon ⋅ Hyunsuk Cho ⋅ Honguk Woo,https://arxiv.org/abs/2607.00457,,,
Generation & Editing,Video Generation & World Models,NarrativeTrack: Evaluating Entity-Centric Reasoning for Narrative Understanding,Hyeonjeong Ha ⋅ Jinjin Ge ⋅ Bo Feng ⋅ Kaixin Ma ⋅ Gargi Chakraborty,https://arxiv.org/abs/2601.01095,https://github.com/apple/ml-NarrativeTrack,,
Generation & Editing,Video Generation & World Models,NoisEasier: Test-Time Noise Optimization for Text-to-Video Generation,Yujiang Pu ⋅ Yu Kong,,,,
Generation & Editing,Video Generation & World Models,OctWorld: Long-Range World-Consistent Video Generation with Octree-based 3D Mapping,Zelong Lv ⋅ Sicheng Xu ⋅ Jianfeng Xiang ⋅ Yue Dong ⋅ Ruicheng Wang ⋅ Yu Deng ⋅ Guangzhong Sun ⋅ Jiaolong Yang,,,,
Generation & Editing,Video Generation & World Models,OmniHuman: A Large-scale Dataset and Benchmark for Human-Centric Video Generation,Lei Zhu ⋅ xing cai ⋅ Yingjie Chen ⋅ Li YiHeng ⋅ Binxin Yang ⋅ Hao Liu ⋅ Jie Chen ⋅ Chen Li ⋅ Jing LYU,https://arxiv.org/abs/2604.18326,,,
Generation & Editing,Video Generation & World Models,"One Video, One World: Turning Monocular Video into Physical 4D Scenes",Junhao Chen ⋅ Boran Zhang ⋅ Mingjin Chen ⋅ Henghaofan Zhang ⋅ Saining Zhang ⋅ Congcong Zhu ⋅ HAO ZHAO ⋅ Ruqi Huang ⋅ Zhihao Li ⋅ Yufei Wang,https://arxiv.org/abs/2606.31388,,https://OneVideoOneWorld.github.io/,
Generation & Editing,Video Generation & World Models,OpenVE-3M: A Large-Scale High-Quality Dataset for Instruction-Based Video Editing,Haoyang He ⋅ Jie Wang ⋅ Jiangning Zhang ⋅ Zhucun Xue ⋅ Xingyuan Bu ⋅ Qiangpeng Yang ⋅ Min Zheng ⋅ Lei Xie,https://arxiv.org/abs/2512.07826,,https://lewandofskee.github.io/projects/OpenVE,
Generation & Editing,Video Generation & World Models,Optimizing Mesh Animation from Video via Shape Flow Guidance,Jingqiao Xiu ⋅ Yicong Li ⋅ Angela Yao,,,,
Generation & Editing,Video Generation & World Models,OSVE: One Step Video Editing with One Step Diffusion Models,Habin Lim ⋅ Gyeong-Moon Park,https://arxiv.org/abs/2607.19895,https://github.com/KU-VGI/OSVE,,
Generation & Editing,Video Generation & World Models,"Out of Sight, Out of Mind? Evaluating State Evolution in Video World Models",Ziqi Ma ⋅ Mengzhan Liufu ⋅ Georgia Gkioxari,https://arxiv.org/abs/2603.13215,,https://glab-caltech.github.io/STEVOBench/,
Generation & Editing,Video Generation & World Models,PackForcing: Short Video Training Suffices for Long Video Sampling and Long Context Inference,Xiaofeng Mao ⋅ Shaohao Rui ⋅ Bo Zheng ⋅ Kaining Ying ⋅ Chuanhao Li ⋅ Mingmin Chi ⋅ Kaipeng Zhang,https://arxiv.org/abs/2603.25730,https://github.com/ShandaAI/PackForcing,,
Generation & Editing,Video Generation & World Models,PAI-Studio: Cinematic Video Background Replacement with Camera-Aware Motion,Heyuan Gao ⋅ Bangxun Tang ⋅ Yiren Song ⋅ Guian Fang ⋅ Zijian He ⋅ Jie Yang ⋅ Mike Zheng Shou,https://arxiv.org/abs/2606.01399,,,
Generation & Editing,Video Generation & World Models,Pathwise Test-Time Correction for Autoregressive Long Video Generation,Xunzhi Xiang ⋅ Zixuan Duan ⋅ Guiyu Zhang ⋅ Haiyu Zhang ⋅ Zhe Gao ⋅ Junta Wu ⋅ Shaofeng Zhang ⋅ Tengfei Wang ⋅ Qi Fan ⋅ Chunchao Guo,https://arxiv.org/abs/2602.05871,,,
Generation & Editing,Video Generation & World Models,PeCA: Palette Context Assisted Inference for Test-Time Paint-Bucket Colourisation on Animation Videos,Dongheng Lin ⋅ Jianbo Jiao,https://arxiv.org/abs/2608.00903,,https://rathgrith.github.io/PeCA/,
Generation & Editing,Video Generation & World Models,PhyDetEx: Detecting and Explaining the Physical Plausibility of T2V Models,Zeqing Wang ⋅ Keze Wang ⋅ Yabin Zhang,https://arxiv.org/abs/2512.01843,https://github.com/Zeqing-Wang/PhyDetEx,,
Generation & Editing,Video Generation & World Models,PhyGDPO: Physics-Aware Groupwise Direct Preference Optimization for Physically Consistent Text-to-Video Generation,Yuanhao Cai ⋅ Kunpeng Li ⋅ Menglin Jia ⋅ Jialiang Wang ⋅ Junzhe Sun ⋅ Feng Liang ⋅ Weifeng Chen ⋅ Felix Juefei-Xu ⋅ Chu Wang ⋅ Ali Thabet ⋅ Xiaoliang Dai ⋅ Xuan JU ⋅ Alan Yuille ⋅ Ji Hou,https://arxiv.org/abs/2512.24551,https://github.com/caiyuanhao1998/Open-PhyGDPO,https://caiyuanhao1998.github.io/project/PhyGDPO,
Generation & Editing,Video Generation & World Models,PhysAlign: Learning Physical Priors for Dynamical Event-Driven Video Generation via Representation Alignment,Mengxian Li ⋅ Zhan Wang ⋅ Fan Qi ⋅ Changsheng Xu,,,,
Generation & Editing,Video Generation & World Models,PhysChoreo: Physics-Controllable Video Generation with Part-Aware Semantic Grounding,Haoze Zhang ⋅ Tianyu Huang ⋅ Zichen Wan ⋅ Xiaowei Jin ⋅ Hongzhi Zhang ⋅ Hui Li ⋅ Wangmeng Zuo,https://arxiv.org/abs/2511.20562,,,
Generation & Editing,Video Generation & World Models,Physics Question Scene Graph: Fine-grained Evaluation of Physical Plausibility in Text-to-Video Generation,Atin Pothiraj ⋅ Jaemin Cho ⋅ Yue Zhang ⋅ Elias Stengel-Eskin ⋅ Mohit Bansal,https://arxiv.org/abs/2606.25306,https://github.com/atinpothiraj/pqsg,,
Generation & Editing,Video Generation & World Models,PhysMani: Physics-principled 3D World Model for Dynamic Object Manipulation,Peng Yun ⋅ Shouwang Huang ⋅ Hao Li ⋅ Jinxi Li ⋅ Jianan Wang ⋅ Bo Yang,https://arxiv.org/abs/2607.01938,https://github.com/vLAR-group/PhysMani,,
Generation & Editing,Video Generation & World Models,PhysPO: Physics-Aware Local Preference Optimization for Physically Consistent Video Diffusion,Zhuoran Yang ⋅ Yanyong Zhang,,,,
Generation & Editing,Video Generation & World Models,PhysRAG: Enhancing Physics-Awareness in Video Generation via Retrieval-Augmented Generation,Kexu Cheng ⋅ Zicheng Liu ⋅ Mingju Gao ⋅ Chunhe Song ⋅ Hao Tang,https://arxiv.org/abs/2606.26916,https://github.com/sediment1024/PhysRAG,,
Generation & Editing,Video Generation & World Models,PhysRVG: Physics-Aware Unified Reinforcement Learning for Video Generative Models,Qiyuan Zhang ⋅ Biao Gong ⋅ Shuai Tan ⋅ Zheng Zhang ⋅ Xing Zhu ⋅ Yujun Shen ⋅ Yuyuan Li ⋅ kelu Yao ⋅ Chunhua Shen ⋅ Changqing Zou,https://arxiv.org/abs/2601.11087,,,
Generation & Editing,Video Generation & World Models,Predicting Consequences and Reinforcing Navigation Policies with Latent World Models,Zengmao Wang ⋅ Wei Gao ⋅ Shuhan Shen,,,,
Generation & Editing,Video Generation & World Models,Predictive Structure Improves Video Diffusion Dynamics,Mi Luo ⋅ Yujia Chen ⋅ Alex Dimakis ⋅ Kristen Grauman ⋅ Wen-Sheng Chu ⋅ Du Tran,,,,
Generation & Editing,Video Generation & World Models,Prompt2Effect: Training-Free LoRA Synthesis for Controllable Video Effects,Xiaomeng Yang ⋅ Yanyu Li ⋅ Gordon Qian ⋅ Ivan Skorokhodov ⋅ Viacheslav Ivanov ⋅ Avalon Vinella ⋅ Xuan Zhang ⋅ Yanzhi Wang ⋅ Sergey Tulyakov ⋅ Anil Kag,,,,
Generation & Editing,Video Generation & World Models,QWERTY: Training-Free Motion Control via Query-Warped Video Diffusion Transformers,Kyobin Choo ⋅ Youngmin Kim ⋅ Hyunkyung Han ⋅ Geunrip Park ⋅ Chanyoung Kim ⋅ Sunyoung Jung ⋅ Seong Jae Hwang,https://arxiv.org/abs/2607.01869,,,
Generation & Editing,Video Generation & World Models,RAE-NWM: Navigation World Model in Dense Visual Representation Space,Mingkun Zhang ⋅ wangtian shen ⋅ Fan Zhang ⋅ Haijian Qin ⋅ Zihao Pei ⋅ Ziyang Meng,https://arxiv.org/abs/2603.09241,https://github.com/20robo/raenwm,,
Generation & Editing,Video Generation & World Models,RefAlign: Representation Alignment for Reference-to-Video Generation,Lei Wang ⋅ YuXin Song ⋅ Ge Wu ⋅ Haocheng Feng ⋅ Hang Zhou ⋅ Jingdong Wang ⋅ Yaxing Wang ⋅ Jian Yang,https://arxiv.org/abs/2603.25743,https://github.com/gudaochangsheng/RefAlign,https://gudaochangsheng.github.io/RefAlign-Page/,
Generation & Editing,Video Generation & World Models,Representations Before Pixels: Semantics-Guided Hierarchical Video Prediction,Efstathios Karypidis ⋅ Spyros Gidaris ⋅ Nikos Komodakis,https://arxiv.org/abs/2604.11707,https://github.com/Sta8is/Re2Pix,,
Generation & Editing,Video Generation & World Models,Reward Lightning: Fast Video Generation via Homologous Preference Distillation,Jiaxiang Cheng ⋅ bing ma ⋅ Xuhua Ren ⋅ Kai Yu ⋅ Peng Zhang ⋅ Tianxiang Zheng ⋅ Qinglin Lu,https://arxiv.org/abs/2607.03960,,https://reward-lightning.github.io,
Generation & Editing,Video Generation & World Models,Ring Forcing: Towards Precise Long-Term Memory for Autoregressive Video Diffusion,Bowen Xue ⋅ Brandon Feng ⋅ Chenguo Lin ⋅ Yuchen Lin ⋅ Yujia Zeng ⋅ lvmin zhang ⋅ Maneesh Agrawala ⋅ Honglei Yan ⋅ Panwang Pan,,,,
Generation & Editing,Video Generation & World Models,ROSE: Real-Time Open-World Scene Understanding from Monocular Video via Compact Multimodal 4D Scene Graphs,Ziyue Qiu ⋅ Yong Wang ⋅ Jin Pan,,,,
Generation & Editing,Video Generation & World Models,Rotate Your Character: Revisiting Video Diffusion Models for High-Quality 3D Character Generation,Jin Wang ⋅ Jianxiang Lu ⋅ Comi Chen ⋅ Guangzheng Xu ⋅ Haoyu Yang ⋅ Peng Chen ⋅ Na Zhang ⋅ Yifan Xu ⋅ Longhuang Wu ⋅ Shuai Shao ⋅ Qinglin Lu ⋅ Ping Luo,https://arxiv.org/abs/2601.05722,,,
Generation & Editing,Video Generation & World Models,SA-V2V: Training-Free Subject-Aware Video-to-Video Personalization,Soobin Park ⋅ Seohyeon Yoo ⋅ Jiwon Kim ⋅ SeonHwa Kim ⋅ Kyong Hwan Jin ⋅ Eunju Cha,,,,
Generation & Editing,Video Generation & World Models,SALT: Self-Consistent Distribution Matching with Cache-Aware Training for Few-Step Video Generation,Xingtong Ge ⋅ Yi ZHANG ⋅ Yushi Huang ⋅ Dailan He ⋅ Xiahong Wang ⋅ Bingqi Ma ⋅ Guanglu Song ⋅ Yu Liu ⋅ Jun Zhang,,,,
Generation & Editing,Video Generation & World Models,ScrollScape: Unlocking 32K Image Generation With Video Diffusion Priors,Haodong Yu ⋅ Yabo Zhang ⋅ Donglin Di ⋅ Ruyi Zhang ⋅ Wangmeng Zuo,https://arxiv.org/abs/2603.24270,,,
Generation & Editing,Video Generation & World Models,Semantic Line Diffusion: Character-Consistent Line Art from text-annotated Storyboards,Seo-Yeon Choi ⋅ Kyungsu Lee,,,,
Generation & Editing,Video Generation & World Models,SHIFT: Motion Alignment in Video Diffusion Models with Adversarial Hybrid Fine-Tuning,Xi Ye ⋅ Wenjia Yang ⋅ Yangyang Xu ⋅ Xiaoyang Liu ⋅ Duo Su ⋅ Mengfei Xia ⋅ Jun Zhu,,,,
Generation & Editing,Video Generation & World Models,ShotStream: Streaming Multi-Shot Video Generation for Interactive Storytelling,Yawen Luo ⋅ Xiaoyu Shi ⋅ Jun-hao Zhuang ⋅ Yutian Chen ⋅ Quande Liu ⋅ Xintao Wang ⋅ Pengfei Wan ⋅ Tianfan Xue,https://arxiv.org/abs/2603.25746,https://github.com/KlingAIResearch/ShotStream,https://luo0207.github.io/ShotStream/,
Generation & Editing,Video Generation & World Models,SIFT: Self-Imagination Fine-Tuning for Physically Plausible Motion in Video Diffusion Models,Ruoyu Wang ⋅ Jialun Liu ⋅ Huayang Huang ⋅ Haibin Huang ⋅ Jiepeng Wang ⋅ Chi Zhang ⋅ Xuelong Li ⋅ Yu Wu,,,,
Generation & Editing,Video Generation & World Models,SPECSIA: Stylization Dataset for Novel-View Enhancement in Drawing-based 3D Animation,Kyuwon Kim ⋅ Sunjae Yoon ⋅ Chang Yoo,https://arxiv.org/abs/2607.00525,,,
Generation & Editing,Video Generation & World Models,Spotlight: Identifying and Localizing Video Generation Errors Using VLMs,Aditya Aravind Chinchure ⋅ Sahithya Ravi ⋅ Pushkar Shukla ⋅ Vered Shwartz ⋅ Leonid Sigal,https://arxiv.org/abs/2511.18102,,,
Generation & Editing,Video Generation & World Models,SSBP: Stage-Specialized Block Pruning for Video Diffusion Models,Mengmeng Ge ⋅ Takashi Isobe ⋅ Dong Zhou ⋅ Dong Li ⋅ Emad Barsoum,,,,
Generation & Editing,Video Generation & World Models,STANCE: Controllable Video Generation for Structured Dynamics via Sparse-To-dense ANChored Encoding,ZhiFei Chen ⋅ Tianshuo Xu ⋅ Leyi Wu ⋅ Luozhou Wang ⋅ Dongyu Yan ⋅ Zihan You ⋅ Wenting Luo ⋅ Yingcong Chen,,,,
Generation & Editing,Video Generation & World Models,StoryBlender: Inter-Shot Consistent and Editable 3D Storyboard with Spatial-temporal Dynamics,Bingliang Li ⋅ Zhenhong Sun ⋅ Jiaming Bian ⋅ Yuehao Wu ⋅ Yifu Wang ⋅ HONGDONG LI ⋅ Yatao Bian ⋅ Huadong Mo ⋅ Daoyi Dong,https://arxiv.org/abs/2604.03315,,https://engineeringai-lab.github.io/StoryBlender/,
Generation & Editing,Video Generation & World Models,StoryTeller: Training-Free Narrative Grounding for Long-Form Audio Description,Seung Hahm ⋅ Minh Dinh ⋅ SouYoung Jin,https://arxiv.org/abs/2607.11798,,,
Generation & Editing,Video Generation & World Models,StreamGVE: Training-Free Video Editing via Few-Step Streaming Video Generation,Guanlong Jiao ⋅ Chenyangguang Zhang ⋅ Jia Xian ⋅ Zewei Zhang ⋅ Renjie Liao,,,,
Generation & Editing,Video Generation & World Models,Stylized Video Generation via Decoupled Data Synthesis and Gated Style Token Injection,Xin Wei ⋅ Yijie Fang ⋅ Yanjia Li ⋅ Liangyi Wu ⋅ Qin Yang ⋅ Mingrui Zhu ⋅ Nannan Wang ⋅ Xinbo Gao,,,,
Generation & Editing,Video Generation & World Models,"Surprise Forcing: What to Remember, When to Skip in Long Video Generation",SHUWEI SHI ⋅ Zhen Li ⋅ Muyao Niu ⋅ Chuanhao Li ⋅ Bo Zheng ⋅ Kaipeng Zhang ⋅ zheng yinqiang,https://arxiv.org/abs/2607.18436,,,
Generation & Editing,Video Generation & World Models,SVG-EAR: Parameter-Free Linear Compensation for Sparse Video Generation via Error-aware Routing,Xuanyi Zhou ⋅ Qiuyang Mang ⋅ Shuo Yang ⋅ Haocheng Xi ⋅ Jintao Zhang ⋅ Huanzhi Mao ⋅ Joseph E Gonzalez ⋅ Kurt Keutzer ⋅ Ion Stoica ⋅ Alvin Cheung,https://arxiv.org/abs/2603.08982,,,
Generation & Editing,Video Generation & World Models,Taming Camera-Controlled Video Generation with Verifiable Geometry Reward,Zhaoqing Wang ⋅ Xiaobo Xia ⋅ Zhuolin Bie ⋅ Jinlin Liu ⋅ Dongdong Yu ⋅ Jiawang Bian ⋅ Changhu Wang,https://arxiv.org/abs/2512.02870,,,
Generation & Editing,Video Generation & World Models,Taming Text-to-Sounding Video Generation via Advanced Modality Condition and Interaction,Kaisi Guan ⋅ Xihua Wang ⋅ Zhengfeng Lai ⋅ Xin Cheng ⋅ Peng Zhang ⋅ Xiaojiang Liu ⋅ Ruihua Song ⋅ Meng Cao,https://arxiv.org/abs/2510.03117,,,
Generation & Editing,Video Generation & World Models,Test Time Training for Long Videos via Frame Forgetting Network,Rajat modi ⋅ Xin Liang ⋅ Sebastian Noel ⋅ Yogesh Rawat,,,,
Generation & Editing,Video Generation & World Models,Test-Time Noise Guided Adaptation for Realistic Autoregressive Video Generation,Dimitrios Karageorgiou ⋅ Symeon Papadopoulos ⋅ Ioannis Kompatsiaris ⋅ Efstratios Gavves,https://arxiv.org/abs/2607.15849,,https://mever-team.github.io/tango,
Generation & Editing,Video Generation & World Models,Thermo-JEPA: Learning a Geometry-Grounded Thermal World Model via Cross-Modal Privileged Masking,Biwen Yang ⋅ Jin Zhang ⋅ Zhe Cao ⋅ Ruiheng Zhang,,,,
Generation & Editing,Video Generation & World Models,TriO: Tri-Modal Unsupervised Occupancy World Model for Anything Perception,Quinlan Sykora ⋅ Sourav Biswas ⋅ Christopher Diehl ⋅ Andrew Cunningham ⋅ Thomas Gilles ⋅ Raquel Urtasun,,,,
Generation & Editing,Video Generation & World Models,UniTemp: Unlocking Video Generation in Any Temporal Order via Autoregressive Distillation,Lin Zhang ⋅ Sicheng Mo ⋅ Zefan Cai ⋅ Jinhong Lin ⋅ Zihao Lin ⋅ Jiuxiang Gu ⋅ Krishna Kumar Singh ⋅ Yuheng Li ⋅ Yin Li,,,,
Generation & Editing,Video Generation & World Models,VCBench: A Streaming Counting Benchmark for Spatial-Temporal State Maintenance in Long Videos,Pengyiang Liu ⋅ Zhongyue Shi ⋅ Hongye Hao ⋅ Qi Fu ⋅ Xueting BI ⋅ Siwei Zhang ⋅ Xiaoyang Hu ⋅ Zitian Wang ⋅ Linjiang Huang ⋅ Si Liu,,,,
Generation & Editing,Video Generation & World Models,VERTIGO: Visual Preference Optimization for Cinematic Camera Generation,Mengtian Li ⋅ Yuwei Lu ⋅ Feifei Li ⋅ Chenqi Gan ⋅ Zhifeng Xie ⋅ Xi WANG,https://arxiv.org/abs/2604.02467,,,
Generation & Editing,Video Generation & World Models,VGEdit: Unlocking Video Generation Priors for Reasoning-Informed Image Editing,Haiquan Lu ⋅ Gongfan Fang ⋅ Xinyin Ma ⋅ Xinchao Wang,,,,
Generation & Editing,Video Generation & World Models,VGGRPO: Towards World-Consistent Video Generation with 4D Latent Reward,Zhaochong An ⋅ Orest Kupyn ⋅ Théo Uscidda ⋅ Andrea Colaco ⋅ Karan Ahuja ⋅ Serge Belongie ⋅ Mar Gonzalez Franco ⋅ Marta Gazulla,https://arxiv.org/abs/2603.26599,,https://zhaochongan.github.io/projects/VGGRPO,
Generation & Editing,Video Generation & World Models,VGGT-World: Transforming VGGT into an Autoregressive Geometry World Model,Xiangyu Sun ⋅ Shijie Wang ⋅ Fengyi Zhang ⋅ Lin Liu ⋅ Caiyan Jia ⋅ Ziying Song ⋅ Zi Helen Huang ⋅ Yadan Luo,https://arxiv.org/abs/2603.12655,,,
Generation & Editing,Video Generation & World Models,ViBe: Ultra-High-Resolution Video Synthesis Born from Pure Images,Yunfeng Wu ⋅ Hongying Cheng ⋅ Zihao He ⋅ Songhua Liu,https://arxiv.org/abs/2603.23326,https://github.com/WillWu111/ViBe,,
Generation & Editing,Video Generation & World Models,Video Generation Models are General-Purpose Vision Learners,Letian Wang ⋅ Chuhan Zhang ⋅ Rishabh Kabra ⋅ Jasper Uijlings ⋅ Steven Waslander ⋅ Andrew ZISSERMAN ⋅ Joao Carreira ⋅ Cristian Sminchisescu ⋅ Kaiming He ⋅ Mykhaylo Andriluka ⋅ Eduard Gabriel Bazavan ⋅ Andrei Zanfir,https://arxiv.org/abs/2607.09024,,https://genception.github.io,
Generation & Editing,Video Generation & World Models,Video Generation Models Are Inherent Lighting Estimators,Ziqi Cai ⋅ Shuchen Weng ⋅ Kaiqi Liu ⋅ Zifeng Wang ⋅ Zhiquan Zhang ⋅ Minggui Teng ⋅ Han Jiang ⋅ Boxin Shi,https://arxiv.org/abs/2607.04674,,https://caiziqi.com/research/vlite/,
Generation & Editing,Video Generation & World Models,Video Generative Models as Geometry Learner,Haosen Yang ⋅ Song Jifei ⋅ Zhensong Zhang ⋅ Xiatian Zhu ⋅ Jiankang Deng,,,,
Generation & Editing,Video Generation & World Models,VideoTIR: Accurate Understanding for Long Videos with Efficient Tool-Integrated Reasoning,Zhe Gao ⋅ Shiyu Shen ⋅ Taifeng Chai ⋅ Weinong Wang ⋅ Haotian Xu ⋅ Xing W ⋅ Wenbin Li ⋅ Qi Fan ⋅ Yang Gao ⋅ Dacheng Tao,https://arxiv.org/abs/2603.25021,,,
Generation & Editing,Video Generation & World Models,VPA-WM: Vision-Priors-Aligned World Models for Robust Visual Reinforcement Learning,Xu Zhang ⋅ Sicong Liu ⋅ Liwei Guo ⋅ Chenjuan Guo ⋅ Bin Yang ⋅ Yang Shu,,,,
Generation & Editing,Video Generation & World Models,Walk through Paintings : Ego-centric World models from Internet Priors,Anurag Bagchi ⋅ Zhipeng Bao ⋅ Homanga Bharadhwaj ⋅ Yu-Xiong Wang ⋅ Pavel Tokmakov ⋅ Martial Hebert,https://arxiv.org/abs/2601.15284,,,
